title,Unnamed: 0,genre_ids,id,original_language,popularity,release_date,vote_average,vote_count
Works of Art,1730,[18],438346,en,0.624,2010-01-02,6.0,1
Unrequited Love,1731,"[14, 18]",428478,en,0.624,2010-05-06,6.0,1
STRONGHOLD: In the Grip of Wrestling,1732,[99],353155,en,0.624,2009-10-18,6.0,1
Swine,1733,"[28, 878]",100689,en,0.624,2010-01-01,6.0,1
Seducing Charlie Barker,1734,[35],85465,en,0.624,2010-03-27,6.0,1
Candlemass - Ashes To Ashes,1735,[10402],61028,en,0.624,2010-06-29,6.0,1
Meeting Spencer,1736,[35],59982,en,0.624,2010-01-01,6.0,1
(Astro) Turf Wars,1737,[99],49059,en,0.624,2010-10-16,6.0,1
Sedona's Rule,1738,[],279774,en,0.624,2010-11-01,5.5,1
Madeline's Christmas,1739,"[10751, 16]",72157,en,0.624,2010-10-19,5.5,1
Future So Bright,1740,[99],424522,en,0.624,2010-10-02,5.0,1
Tokoloshe,1741,[99],386357,en,0.624,2010-11-11,5.0,1
Irma,1742,[99],345350,es,0.624,2010-10-10,5.0,1
Bummer Summer,1743,[18],176690,en,0.624,2010-01-02,5.0,1
Tetherball: The Movie,1744,[35],144907,en,0.624,2010-01-01,5.0,1
The Dead Sleep,1745,[53],132281,en,0.624,2010-01-01,5.0,1
Gravity was everywhere back then,1746,"[16, 878]",101576,en,0.624,2010-05-10,5.0,1
Scrappers,1747,[99],81584,en,0.624,2010-01-01,5.0,1
Breaking the Press,1748,"[18, 10751]",81224,en,0.624,2010-05-01,5.0,1
Kick Off,1749,[18],44312,en,0.624,2010-02-11,5.0,1
La isla interior,1750,"[18, 53, 9648]",96220,en,0.624,2010-04-09,4.5,1
Bikini Royale 2,1751,[],150785,en,0.624,2010-01-18,4.0,1
Iodine,1752,[],135878,en,0.624,2010-04-09,4.0,1
Asfaltenglene,1753,"[10751, 12]",69246,no,0.624,2010-02-26,4.0,1
The Maniac Project,1754,[27],301382,en,0.624,2010-09-21,3.0,1
Armless,1755,[35],61033,en,0.624,2010-01-22,3.0,1
Remove All Obstacles,1756,[],439198,en,0.624,2010-12-11,2.0,1
Do Not Disturb,1757,"[35, 27]",230997,en,0.624,2010-01-01,2.0,1
Zombie Bankers,1758,"[27, 18, 35]",211400,en,0.624,2010-02-02,2.0,1
Blood Pigs,1759,[27],156704,en,0.624,2010-10-15,2.0,1
3 Magic Words,1760,[99],89887,en,0.624,2010-12-30,2.0,1
Circle of Fury,1761,"[28, 12]",49904,en,0.624,2010-09-14,2.0,1
Alien Vengeance II: Rogue Element,1762,[878],416720,en,0.624,2010-11-07,1.0,1
Bold & Fresh Tour 2010,1763,[],318376,en,0.624,2010-01-30,1.0,1
Consinsual,1764,[18],69937,en,0.624,2010-06-24,1.0,1
"Vzroslaya Doch, ili Test na...",1765,"[35, 10749, 18]",63901,ru,0.624,2010-11-11,1.0,1
The Suspect,1766,"[53, 10770]",201068,en,0.622,2010-05-16,7.0,1
Just Like the Son,1767,[18],34209,en,0.622,2006-04-29,7.0,1
Tony Bennett - Wonderful World: Live In San Francisco,1768,[10402],62624,en,0.621,2010-12-10,7.5,1
Immigration Tango,1769,"[35, 10749]",54105,en,0.616,2010-04-17,4.8,4
La soga,1770,"[80, 18]",63236,es,0.614,2010-08-13,5.8,9
The Modifyers,1771,"[28, 16]",314226,en,0.601,2010-02-09,8.5,2
Fairview St.,1772,"[18, 80, 18]",602968,en,0.6,2010-02-18,10.0,1
The Spirit of Isabel,1773,[18],602751,en,0.6,2010-10-22,10.0,1
The Making of 'Scott Pilgrim vs. the World',1774,[99],597717,en,0.6,2010-11-09,10.0,1
U2360° Tour: Squaring The Circle,1775,[99],570081,en,0.6,2010-07-05,10.0,1
Restoring a Masterpiece: The Renovation of Eastman Theatre,1776,"[99, 36, 10402]",567132,en,0.6,2010-04-13,10.0,1
そらのおとしもの プロジェクト,1777,[],560533,ja,0.6,2010-12-20,10.0,1
Shark Fights 13: Jardine vs Prangley,1778,[],512958,en,0.6,2010-09-11,10.0,1
Therapissed,1779,[35],511015,en,0.6,2010-04-22,10.0,1
Alone on the Wall,1780,[28],505037,en,0.6,2010-01-01,10.0,1
Monsters and Mysteries in Alaska,1781,[99],490641,en,0.6,2010-03-14,10.0,2
Lines of Glory,1782,[35],467804,en,0.6,2009-12-05,10.0,1
Urbanites - You Can't Rewind The Years,1783,[99],456989,en,0.6,2010-04-23,10.0,1
The Everyday Guide to Wine,1784,[],450775,en,0.6,2010-04-05,10.0,1
Soul Train: The Hippest Trip in America,1785,[99],432368,en,0.6,2010-02-05,10.0,1
Disneyland Resort: Behind The Scenes,1786,[99],415043,en,0.6,2010-01-01,10.0,1
Prisoner of Her Past,1787,[99],411203,en,0.6,2010-02-12,10.0,1
The Purest Blue,1788,[18],370938,de,0.6,2010-01-01,10.0,1
At Ease,1789,[18],368279,en,0.6,2010-10-21,10.0,1
Ebony Goddess: Queen of Ilê Aiyê,1790,[99],353842,en,0.6,2010-01-21,10.0,1
Evil Intent,1791,[53],348797,en,0.6,2010-12-01,10.0,1
Texas Frightmare Massacre,1792,"[27, 35]",345871,en,0.6,2010-04-30,10.0,1
All Time Low: Straight to DVD,1793,"[99, 10402]",339293,en,0.6,2010-05-25,10.0,1
OVW - Future Shock 2,1794,[],337819,en,0.6,2010-07-31,10.0,1
Boondockers 7,1795,[],329754,en,0.6,2010-01-01,10.0,1
A Requiem For Bobby Fischer,1796,[],321287,en,0.6,2010-04-10,10.0,1
Apocalypse Africa: Made in America,1797,[99],312575,en,0.6,2010-11-08,10.0,1
"UFOs 1973: Aliens, Abductions and Extraordinary Sightings",1798,[99],306181,en,0.6,2010-10-26,10.0,1
The Science of Disney Imagineering: Electricity,1799,"[10751, 99]",297080,en,0.6,2010-01-01,10.0,1
Living Without Money,1800,[],277318,en,0.6,2010-11-26,10.0,1
Endings,1801,[18],275301,en,0.6,2010-11-11,10.0,1
To Die is Hard,1802,"[35, 28]",269640,en,0.6,2010-01-01,10.0,1
Prayer to a Vengeful God,1803,[],269130,en,0.6,2010-01-01,10.0,1
80 Waves,1804,[],253435,en,0.6,2010-06-21,10.0,1
The President's Photographer: Fifty Years Inside the Oval Office,1805,[99],205989,en,0.6,2010-11-24,10.0,1
Sudden Death!,1806,"[35, 10402]",202069,en,0.6,2010-07-25,10.0,1
The A-Word,1807,[99],201964,en,0.6,2010-12-31,10.0,1
The Soul of Things,1808,[],201620,en,0.6,2010-09-01,10.0,1
Stab 4: Fresh Blood,1809,[],193583,en,0.6,2010-05-14,10.0,1
When I Rise,1810,[99],177707,en,0.6,2010-03-14,10.0,1
Digital Nation: Life On The Virtual Frontier,1811,[],172546,en,0.6,2010-02-01,10.0,1
The Fairy Queen,1812,[],160283,en,0.6,2010-06-29,10.0,1
Linkin Park - Meeting of a Thousand Suns,1813,[10402],159584,en,0.6,2010-09-14,10.0,1
Out,1814,[],147336,en,0.6,2010-10-01,10.0,1
AC/DC: Shoot To Thrill Iron Man,1815,[],145571,en,0.6,2010-01-26,10.0,1
Elektra - Salzburger Festspiele,1816,[10402],142313,en,0.6,2010-08-01,10.0,1
You Don't Like the Truth: 4 Days Inside Guantanamo,1817,[],139434,en,0.6,2010-01-01,10.0,1
Displaced,1818,[],138481,en,0.6,2010-09-15,10.0,2
Deep Space Explorer,1819,[99],109837,en,0.6,2010-11-10,10.0,1
Cinematic Titanic: The Alien Factor,1820,[35],102049,en,0.6,2010-02-23,10.0,1
Jónsi: Go Live,1821,[10402],91964,en,0.6,2010-11-29,10.0,1
Poster Girl,1822,[],82421,en,0.6,2010-09-03,10.0,1
Without a Father,1823,"[18, 28, 10751]",70091,en,0.6,2010-06-21,10.0,1
Everything In-Between: The Story of Ellipse,1824,[99],69055,en,0.6,2010-11-02,10.0,1
Kenny Chesney: Summer In 3D,1825,[],65270,en,0.6,2010-08-21,10.0,1
Aerial Platform Operations,1826,[],61684,en,0.6,2010-02-01,10.0,1
Timeless: The Composer/Arranger Series (Suite for Ma Dukes),1827,[],45761,en,0.6,2010-01-01,10.0,1
Love. Bacardi. Boston.,1828,[18],379245,en,0.6,2010-05-06,9.8,2
The Alien Anthology Archives,1829,[],154780,en,0.6,2010-10-26,9.8,2
The Art of the Dynamic Handgun,1830,[],57032,en,0.6,2010-02-01,9.8,2
Avatar Spirits,1831,[],278698,en,0.6,2010-06-22,9.5,2
Fested: A Journey To Fest 7,1832,[],172732,en,0.6,2010-09-05,9.5,1
Radiohead for Haiti,1833,[],56027,en,0.6,2010-12-12,9.5,2
Write A Book About It,1834,"[35, 14, 9648, 878]",453263,en,0.6,2010-04-13,9.0,1
The Dragon in My Dreams,1835,[99],438967,en,0.6,2010-09-24,9.0,1
David Icke Debunked,1836,[99],402734,en,0.6,2010-01-01,9.0,1
Benise: The Spanish Guitar,1837,[],391941,en,0.6,2010-03-06,9.0,1
The Seattle Pilots: Short Flight Into History,1838,"[99, 36]",383594,en,0.6,2010-01-01,9.0,1
The Real Story of Halloween,1839,[99],366303,en,0.6,2010-10-01,9.0,1
Michael Jackson's Vision,1840,[10402],275929,en,0.6,2010-11-22,9.0,1
The Real Slumdogs,1841,[],140703,en,0.6,2010-06-16,9.0,1
"In the Absence of Light, Darkness Prevails",1842,[],122561,en,0.6,2010-01-01,9.0,1
CantaJuego 6,1843,[],93358,es,0.6,2010-12-07,9.0,1
Linkin Park: Live in Madrid,1844,[],75321,en,0.6,2010-11-07,9.0,2
Heaven & Hell - Neon Nights - 30 Years Of Heaven And Hell,1845,[10402],71274,en,0.6,2010-01-01,9.0,1
The Elevator,1846,[35],466048,en,0.6,2010-01-26,8.5,2
Triptosane,1847,[],375601,en,0.6,2010-01-02,8.5,1
Cut Poison Burn,1848,[99],313008,en,0.6,2010-10-08,8.5,1
Le Lac des cygnes,1849,"[10770, 10402, 10749]",245615,en,0.6,2010-06-29,8.5,2
Scroggins Beach,1850,[16],206290,en,0.6,2010-07-08,8.5,1
Noreen,1851,"[18, 35]",179719,en,0.6,2010-06-24,8.5,1
A Course in Miracles: The Movie,1852,[99],160097,en,0.6,2010-07-09,8.5,1
Finding Hulk Hogan,1853,[99],146676,en,0.6,2010-11-17,8.5,2
Down: Diary of a Mad Band - Europe in the Year of VI,1854,[],142167,en,0.6,2010-10-05,8.5,1
My Eyes Won't Dry 3 - Tubular Addiction,1855,[],141991,en,0.6,2010-01-01,8.5,1
A Drummer's Dream,1856,"[10402, 99]",113347,en,0.6,2010-01-01,8.3,3
No Greater Love,1857,"[99, 10749]",31041,en,0.6,2010-01-19,8.3,3
WTC Haikus,1858,[99],162281,xx,0.6,2010-01-25,8.3,4
The Rock Ed Wood of the 21st Century,1859,[99],508814,en,0.6,2010-08-04,8.0,1
Gil Scott-Heron: Me and the Devil,1860,"[99, 10402]",493713,en,0.6,2010-02-22,8.0,1
The Avengers: Earth's Mightiest Heroes - Prelude,1861,[16],487555,en,0.6,2010-09-22,8.0,1
Pigeon Pursuit,1862,[28],480436,en,0.6,2010-10-11,8.0,1
Frontline: The Confessions,1863,[99],471040,en,0.6,2010-11-09,8.0,1
The Pig Farmer,1864,"[16, 35]",468197,en,0.6,2010-07-27,8.0,1
Dee Dee Bridgewater - Live in Antibes & Juan-Les-Pins,1865,[10402],464509,it,0.6,2010-03-02,8.0,1
History of Oklahoma Football Part 1,1866,[],435221,en,0.6,2010-09-28,8.0,1
Lamp Post Lane,1867,"[53, 27, 9648]",434303,en,0.6,2010-12-31,8.0,1
Infinity Doors,1868,[],415686,en,0.6,2010-01-01,8.0,1
Making of a Cult Classic: The Unauthorized Story of 'The Goonies',1869,[99],413173,en,0.6,2010-07-13,8.0,4
Groovin' With Ken,1870,[],402172,it,0.6,2010-06-14,8.0,1
Taylor Swift: Speak Now,1871,"[99, 10402]",372478,en,0.6,2010-11-25,8.0,3
Mint Julep,1872,"[18, 35]",370571,en,0.6,2010-05-22,8.0,2
Off Season,1873,[],365008,en,0.6,2010-05-22,8.0,1
Bass Reeves,1874,[],334638,en,0.6,2010-01-01,8.0,1
Doll Boy,1875,[27],327538,en,0.6,2010-10-01,8.0,1
The Initiation of Alice in Wonderland: The Looking Glass of Lewis Carroll,1876,[],318483,en,0.6,2010-02-23,8.0,1
Qi Gong for Beginners,1877,[],309765,en,0.6,2010-01-01,8.0,1
A Necessary Ruin: The Story of Buckminster Fuller and the Union Tank Car Dome,1878,[],304000,en,0.6,2010-03-22,8.0,1
Hector Corp,1879,[],299951,en,0.6,2010-04-24,8.0,1
Burlesque Undressed,1880,[99],288210,en,0.6,2010-09-18,8.0,1
Che: Un Hombre Nuevo,1881,[],279923,en,0.6,2010-01-01,8.0,1
Live from Tokyo,1882,[],279023,en,0.6,2010-10-29,8.0,1
Eccojam A3,1883,[],272365,en,0.6,2010-05-27,8.0,1
Bedtime for Timmy,1884,[],271049,en,0.6,2010-01-01,8.0,1
"Gather round, I got a story to tell...",1885,[99],262894,en,0.6,2010-09-08,8.0,1
Heartless: The Story of the Tin Man,1886,[],260169,en,0.6,2010-05-03,8.0,2
Tales of the Dead,1887,[27],255911,en,0.6,2010-09-28,8.0,1
Dov Davidoff: Filthy Operation,1888,[35],255400,en,0.6,2010-05-01,8.0,1
Cash Crop,1889,[99],253661,en,0.6,2010-10-02,8.0,1
Posthaste Perennial Pattern,1890,[],252077,en,0.6,2010-01-01,8.0,3
Top Ten Monks,1891,[99],250014,en,0.6,2010-12-22,8.0,2
Bizet Carmen,1892,[10402],248042,en,0.6,2010-01-15,8.0,1
Anarchija Žirmūnuose,1893,[18],247283,lt,0.6,2010-10-10,8.0,2
"DeJohnette, Metheny, Holland, Hancock - Parallel Realities Live",1894,[10402],225764,it,0.6,2010-01-01,8.0,1
JourneyQuest,1895,"[14, 35, 12]",216202,en,0.6,2010-09-26,8.0,2
Rope,1896,[18],210555,en,0.6,2010-03-01,8.0,1
Adventure Scouts,1897,"[35, 28, 12]",206749,en,0.6,2010-05-02,8.0,1
Woman on Fire Looks for Water,1898,[],198959,en,0.6,2010-04-29,8.0,2
The Wonderful World of Kittens!,1899,[],194116,en,0.6,2010-10-26,8.0,1
Flagpole,1900,"[35, 18]",153113,en,0.6,2010-01-01,8.0,1
The Man Who Collected Food,1901,"[35, 27]",145645,en,0.6,2010-05-02,8.0,1
Paul F. Tompkins: You Should Have Told Me,1902,[35],143798,en,0.6,2010-06-10,8.0,1
Beyond the Myth A Film About Pit Bulls and Breed Discrimination,1903,[],135665,en,0.6,2010-06-12,8.0,2
La bestia,1904,"[99, 18]",134362,es,0.6,2010-01-01,8.0,1
S&M Lawn Care,1905,[],131000,en,0.6,2010-10-23,8.0,1
Killing in the Name,1906,[],128602,en,0.6,2010-08-01,8.0,1
"The Avett Brothers - Live, Volume 3",1907,[10402],119811,en,0.6,2010-10-06,8.0,1
Climate Refugees,1908,[99],116515,en,0.6,2010-01-01,8.0,1
Bad Blood: A Cautionary Tale,1909,[99],91334,en,0.6,2010-07-28,8.0,1
The Outside,1910,[18],77933,en,0.6,2010-07-20,8.0,1
Baseball: The Tenth Inning,1911,[],74454,en,0.6,2010-09-28,8.0,2
King of Chinatown,1912,"[18, 53]",71702,en,0.6,2010-06-04,8.0,1
Neshoba,1913,[99],70570,en,0.6,2010-08-15,8.0,1
Right Brain Left Brain,1914,[99],55332,en,0.6,2010-09-01,8.0,1
Muzica in Sange,1915,[],55299,en,0.6,2010-01-01,8.0,1
Tim Richmond: To the Limit,1916,[99],54745,en,0.6,2010-10-19,8.0,1
Tracy Morgan: Black & Blue,1917,[35],54484,en,0.6,2010-11-13,8.0,2
Deeper,1918,[99],49388,en,0.6,2010-10-10,8.0,1
Four Stories of St. Julian,1919,"[80, 53]",44222,en,0.6,2010-08-24,8.0,1
The Witchblade,1920,[],15744,en,0.6,2010-01-01,8.0,1
Internet Story,1921,"[16, 18]",204344,en,0.6,2010-01-01,7.9,6
Blob Town,1922,[99],264291,en,0.6,2010-12-28,7.8,3
My Lai,1923,[],180292,en,0.6,2010-04-26,7.8,3
Jaws: The Inside Story,1924,[],84219,en,0.6,2010-06-16,7.8,6
With God On Our Side,1925,[99],192997,en,0.6,2010-04-07,7.7,3
Gobeklitepe: The World's First Temple,1926,[99],129151,en,0.6,2010-08-21,7.7,3
World Peace and Other 4th Grade Achievements,1927,[99],86438,en,0.6,2010-03-13,7.7,3
Vampire Forensics,1928,"[9648, 99]",377198,el,0.6,2010-01-12,7.5,1
Pinched,1929,"[10749, 16, 28, 80]",361822,en,0.6,2010-01-01,7.5,4
Mockingbird,1930,"[27, 14, 18]",272617,en,0.6,2010-05-25,7.5,3
Corinne Bailey Rae - Live From The Artists Den,1931,[10402],218999,en,0.6,2010-07-29,7.5,1
Step by Step,1932,[],179955,en,0.6,2010-02-01,7.5,1
Fell,1933,[],172903,en,0.6,2010-08-28,7.5,1
Crusty Demons 15: Blood Sweat & Fears,1934,[99],101336,en,0.6,2010-01-01,7.5,1
The Sons of Tennessee Williams,1935,"[99, 36]",91337,en,0.6,2010-06-26,7.5,2
Shock Festival,1936,[],90107,en,0.6,2010-02-09,7.5,1
Celtic Thunder: Christmas,1937,[10402],71671,en,0.6,2010-11-22,7.5,1
Hal Sparks: Charmageddon,1938,[35],70557,en,0.6,2010-06-04,7.5,2
Millhaven,1939,[],50528,en,0.6,2010-12-01,7.5,4
Last Day of the Dinosaurs,1940,[99],124835,en,0.6,2010-08-29,7.4,7
Dock Ellis & The LSD No-No,1941,"[16, 99]",351423,en,0.6,2010-06-01,7.3,3
The Day Before Disclosure,1942,[99],63323,en,0.6,2010-12-01,7.3,6
The Deep,1943,[16],210571,en,0.6,2010-12-16,7.3,12
Raging Boll,1944,[],141067,en,0.6,2010-10-23,7.3,4
Leonard Cohen - Songs from the Road,1945,[10402],51500,en,0.6,2010-09-14,7.3,4
UFOs: The Secret History,1946,[],168322,en,0.6,2010-07-13,7.2,3
Constructing a House,1947,[99],525309,en,0.6,2010-10-26,7.0,1
OneTwoThree,1948,[],520324,en,0.6,2010-04-24,7.0,1
Madcap Mabel,1949,[18],478809,en,0.6,2010-02-02,7.0,1
Dream #7,1950,[16],464182,en,0.6,2010-09-15,7.0,1
Heaven Burns,1951,[18],453452,en,0.6,2010-07-27,7.0,1
One on One,1952,[35],442526,en,0.6,2010-01-01,7.0,1
Dead End,1953,[27],418405,en,0.6,2010-01-01,7.0,1
Heart,1954,[],368938,it,0.6,2010-09-18,7.0,1
Badass Thieves,1955,"[35, 80]",353660,en,0.6,2010-09-10,7.0,1
The McVeigh Tapes: Confessions of an American Terrorist,1956,[99],351177,en,0.6,2010-04-19,7.0,1
Release,1957,[99],336387,en,0.6,2010-01-01,7.0,2
Paltadacho munis,1958,[],335359,mr,0.6,2010-01-18,7.0,1
Le fils du marchand d'olives,1959,[],323080,fr,0.6,2010-01-01,7.0,1
Going Blind,1960,[],322927,en,0.6,2010-10-08,7.0,1
Geek War,1961,[],317948,en,0.6,2010-02-28,7.0,1
My House is Full of Mirrors,1962,[],295187,en,0.6,2010-03-14,7.0,1
"I Can't Do This, But I CAN Do That",1963,[99],293533,en,0.6,2010-10-26,7.0,1
Call of Life: Facing the Mass Extinction,1964,[99],289892,en,0.6,2010-05-11,7.0,1
Killing Us Softly 4: Advertising's Image Of Women,1965,[99],281468,en,0.6,2010-01-01,7.0,2
An Acrid Yarn,1966,[53],279750,en,0.6,2010-01-01,7.0,1
Sexting,1967,[],275557,en,0.6,2010-10-09,7.0,1
순지,1968,[],253475,ko,0.6,2010-01-01,7.0,1
Friction,1969,[],253433,en,0.6,2010-02-27,7.0,1
The Warriors of Qiugang,1970,[],245038,zh,0.6,2010-09-17,7.0,1
The Suicide Tourist,1971,[],242500,en,0.6,2010-03-02,7.0,1
Feathered Cocaine,1972,[99],228333,sv,0.6,2010-04-22,7.0,1
Dark Times,1973,"[27, 878]",225294,en,0.6,2010-10-19,7.0,2
Sensology,1974,[16],218789,en,0.6,2010-07-30,7.0,1
Shuffle,1975,"[18, 53]",211429,en,0.6,2010-05-10,7.0,1
Broken Dreams,1976,[18],211234,en,0.6,2010-10-16,7.0,1
Hens and Chicks,1977,"[18, 35]",210783,en,0.6,2010-04-17,7.0,1
The Empty Playground,1978,[18],210536,en,0.6,2010-04-25,7.0,1
No Man's Land,1979,[18],209702,en,0.6,2010-01-01,7.0,1
Rambo: To Hell and Back,1980,[],208450,en,0.6,2010-07-27,7.0,2
...Around,1981,[18],206967,en,0.6,2010-01-24,7.0,2
NatGeoHD Oceani Asciutti,1982,[99],198333,it,0.6,2010-02-23,7.0,1
Broken Hearts,1983,[],193582,en,0.6,2010-05-14,7.0,1
Skatopia: 88 Acres of Anarchy,1984,[99],191945,en,0.6,2010-09-02,7.0,1
West of the Moon,1985,[],191640,en,0.6,2010-07-20,7.0,1
Caterpillar,1986,[],182586,en,0.6,2010-08-07,7.0,1
Scream Of The Bikini,1987,[35],180760,en,0.6,2010-04-02,7.0,1
Bombay Summer,1988,[18],172162,en,0.6,2010-10-08,7.0,1
The House of Suh,1989,"[80, 99]",170967,en,0.6,2010-05-05,7.0,2
Music by Prudence,1990,[99],154576,en,0.6,2010-04-01,7.0,2
When Herzog Rescued Phoenix,1991,[],150751,en,0.6,2010-09-06,7.0,1
When Lynch Met Lucas,1992,[],150748,en,0.6,2010-02-13,7.0,1
Stanley Pickle,1993,[],149416,en,0.6,2010-06-06,7.0,2
Overdose: The Next Financial Crisis,1994,[99],141750,en,0.6,2010-01-01,7.0,3
Gaysharktank.com,1995,[35],117709,en,0.6,2010-01-01,7.0,1
Freedom Riders,1996,"[99, 36]",113377,en,0.6,2010-01-01,7.0,4
Strangers No More,1997,[99],113366,en,0.6,2010-01-01,7.0,1
The Disappearance of McKinley Nolan,1998,[99],113039,en,0.6,2010-10-01,7.0,1
Antardwand,1999,[18],97603,hi,0.6,2010-08-27,7.0,3
Chosin,2000,"[36, 99, 18, 10752]",84569,en,0.6,2010-09-10,7.0,1
Iconoclast,2001,[99],76921,en,0.6,2010-08-17,7.0,1
The Legend of Hallowdega,2002,"[35, 14]",74184,en,0.6,2010-10-31,7.0,1
Billy Owens and the Secret of the Runes,2003,"[12, 10751, 14, 878]",61870,en,0.6,2010-01-01,7.0,1
Reparando,2004,[],61724,en,0.6,2010-01-01,7.0,2
Hitler's Secret Weapon,2005,[99],57636,en,0.6,2010-06-21,7.0,1
Total Badass,2006,"[99, 35]",56580,en,0.6,2010-11-19,7.0,1
The Nothing Men,2007,[18],55640,en,0.6,2010-02-05,7.0,2
Kevorkian,2008,[99],53035,en,0.6,2010-06-28,7.0,1
Phyllis and Harold,2009,"[99, 10749]",44997,en,0.6,2010-02-19,7.0,2
Korn Live: The Encounter,2010,[10402],44525,en,0.6,2010-07-11,7.0,1
Kapitein Rob en het Geheim van Professor Lupardi,2011,"[12, 18, 10751]",42064,nl,0.6,2010-09-07,7.0,1
Truth in Motion: The U.S. Ski Team's Road to Vancouver,2012,[99],41603,en,0.6,2010-01-30,7.0,1
Anjelah Johnson: That's How We Do It,2013,[35],37251,en,0.6,2010-02-09,7.0,6
En helt vanlig dag på jobben,2014,"[18, 35, 10749]",33351,en,0.6,2010-03-12,7.0,2
Alamar,2015,"[99, 18, 10751]",48414,en,0.6,2010-07-14,6.9,16
Coronation Street: A Knight's Tale,2016,[],52447,en,0.6,2010-11-01,6.9,4
The New Year,2017,"[18, 35, 10749]",85956,en,0.6,2010-07-30,6.8,6
The 3rd Letter,2018,[878],386714,en,0.6,2010-03-03,6.8,4
Manche Hunde beißen,2019,[18],203273,en,0.6,2010-10-01,6.8,4
Morgan M. Morgansen's Date with Destiny,2020,"[35, 10749]",163047,en,0.6,2010-01-24,6.7,7
We Fuck Alone,2021,[],185691,en,0.6,2006-01-20,6.7,5
The Monk And The Monkey,2022,[16],130982,en,0.6,2010-07-01,6.7,3
Kati with an I,2023,[99],83207,en,0.6,2010-01-01,6.7,3
Larry the Cable Guy: Tailgate Party,2024,[35],32869,en,0.6,2010-01-31,6.6,5
Boys Life 7,2025,[18],518058,en,0.6,2010-12-07,6.5,2
Behold,2026,[27],392765,en,0.6,2010-09-06,6.5,1
The High Level Bridge,2027,[],341083,en,0.6,2010-01-01,6.5,2
Psychohydrography,2028,[99],327958,en,0.6,2010-10-01,6.5,2
Leslie Jordan: My Trip Down the Pink Carpet,2029,[35],293807,en,0.6,2010-09-07,6.5,2
Baby Jane?,2030,[35],288297,en,0.6,2010-06-22,6.5,2
Everything Is a Remix,2031,[99],253592,en,0.6,2010-01-31,6.5,4
Blackfield: Live in NYC,2032,[10402],241836,en,0.6,2010-04-23,6.5,3
Wake Up,2033,[99],222385,en,0.6,2010-09-14,6.5,6
Upside,2034,[18],208205,en,0.6,2010-10-05,6.5,2
The Book of Zombie,2035,[27],179255,en,0.6,2010-06-05,6.5,2
Mister Rogers & Me,2036,[99],169525,en,0.6,2010-03-20,6.5,2
Iti Mrinalini: An Unfinished Letter...,2037,[],169397,en,0.6,2010-10-25,6.5,2
The Happy Poet,2038,[35],154663,en,0.6,2010-09-17,6.5,4
The United Monster Talent Agency,2039,[35],153529,en,0.6,2010-09-27,6.5,2
The Last 3 Minutes,2040,[18],143155,en,0.6,2010-03-08,6.5,1
Food Stamped,2041,[99],142119,en,0.6,2010-10-09,6.5,2
Plastic,2042,[],135446,en,0.6,2010-10-31,6.5,1
Curious Thing,2043,"[18, 10749]",117707,en,0.6,2010-01-01,6.5,2
Johnny,2044,[18],82878,en,0.6,2010-08-23,6.5,4
Death of a Nation,2045,[],62601,en,0.6,2010-06-27,6.5,1
The Illuminati IV: Brotherhood of the Beast,2046,[99],57884,en,0.6,2010-10-01,6.5,1
Chasing Legends,2047,[99],56833,en,0.6,2010-05-10,6.5,2
BluScenes: Majestic Waterfalls,2048,[99],54891,en,0.6,2010-11-23,6.5,1
Don't Tread On Me,2049,[99],52942,en,0.6,2010-05-01,6.5,1
God Of War: Unearthing the Legend,2050,[99],47896,en,0.6,2010-03-16,6.5,2
Olivia: Olivia Takes Ballet,2051,"[16, 10751]",43305,en,0.6,2010-03-02,6.5,1
Jan Gintberg: Fremtid.nu,2052,[35],33616,da,0.6,2010-01-01,6.5,2
The Sweet Hand of the White Rose,2053,"[18, 14]",14238,en,0.6,2010-05-30,6.5,2
Winter Stalker,2054,[],494520,en,0.6,2010-10-16,6.3,3
Any Human Heart,2055,[],159177,en,0.6,2010-06-30,6.3,3
Gatos Viejos,2056,"[18, 35]",112555,es,0.6,2010-10-08,6.3,3
A Million in the Morning,2057,[99],110154,en,0.6,2010-01-29,6.3,3
Harud,2058,[18],76146,en,0.6,2010-11-01,6.3,6
A Walk in My Shoes,2059,[18],59257,en,0.6,2010-12-03,6.3,3
Children of Invention,2060,"[35, 18, 10749]",42850,en,0.6,2010-08-10,6.3,7
En Route,2061,[],324768,it,0.6,2010-05-28,6.3,2
Hello Lonesome,2062,"[18, 35, 10749]",117340,en,0.6,2010-06-01,6.3,4
Foreign Parts,2063,[99],81524,en,0.6,2010-10-10,6.3,4
Mount St. Elias,2064,[99],61104,en,0.6,2010-05-28,6.3,4
TeleVision,2065,[99],218847,en,0.6,2010-09-29,6.2,3
Focus: A Documentary,2066,[99],169921,en,0.6,2010-01-05,6.2,6
Dive!,2067,[99],82642,en,0.6,2010-02-05,6.2,3
Eye Trip,2068,[28],51339,en,0.6,2010-11-28,6.2,3
The Codes of Gender,2069,[99],254775,en,0.6,2010-10-13,6.1,4
The Fence (La Barda),2070,[99],222942,en,0.6,2010-01-19,6.1,4
All I Ever Wanted: The Airborne Toxic Event Live from Walt Disney Concert Hall,2071,"[99, 10402]",58474,en,0.6,2010-09-28,6.1,4
Agenda: Grinding America Down,2072,[99],71203,en,0.6,2010-09-03,6.1,6
