,title,studio,domestic_gross,foreign_gross,year,id,production_budget,profitability
606,Submarine,Wein.,468000.0,397000.0,2011.0,9.0,1900000.0,-1035000.0
262,I Spit on Your Grave,Anch.,93100.0,480000.0,2010.0,37.0,1750000.0,-1176900.0
167,Chloe,SPC,3100000.0,8600000.0,2010.0,97.0,13000000.0,-1300000.0
188,It's Kind of a Funny Story,Focus,6400000.0,128000.0,2010.0,1.0,8000000.0,-1472000.0
2561,American Honey,A24,663000.0,1200000.0,2016.0,15.0,3500000.0,-1637000.0
566,Take Shelter,SPC,1700000.0,1400000.0,2011.0,9.0,4750000.0,-1650000.0
302,Saint John of Las Vegas,IVP,103000.0,9100.0,2010.0,55.0,2000000.0,-1887900.0
928,Albert Nobbs,RAtt.,3000000.0,2600000.0,2012.0,67.0,7500000.0,-1900000.0
481,Warrior,LGF,13700000.0,9400000.0,2011.0,74.0,25000000.0,-1900000.0
199,Mother and Child,SPC,1100000.0,3900000.0,2010.0,48.0,7000000.0,-2000000.0
2128,The D Train,IFC,673000.0,102000.0,2015.0,34.0,3000000.0,-2225000.0
2060,Anomalisa,Par.,3800000.0,1900000.0,2015.0,6.0,8000000.0,-2300000.0
3229,Hotel Artemis,Global Road,6700000.0,6000000.0,2018.0,15.0,15000000.0,-2300000.0
2485,Regression,W/Dim.,55000.0,17600000.0,2016.0,6.0,20000000.0,-2345000.0
261,Chain Letter,NFC,139000.0,447000.0,2010.0,43.0,3000000.0,-2414000.0
222,After.Life,Anch.,109000.0,1900000.0,2010.0,49.0,4500000.0,-2491000.0
1690,Veronica Mars,WB,3300000.0,195000.0,2014.0,63.0,6000000.0,-2505000.0
897,Fun Size,Par.,9400000.0,2000000.0,2012.0,10.0,14000000.0,-2600000.0
2090,Jem and the Holograms,Uni.,2200000.0,149000.0,2015.0,53.0,5000000.0,-2651000.0
301,Freakonomics,Magn.,101000.0,16400.0,2010.0,80.0,2900000.0,-2782600.0
174,Conviction,FoxS,6800000.0,2900000.0,2010.0,28.0,12500000.0,-2800000.0
297,The Eclipse,Magn.,133000.0,26400.0,2010.0,46.0,3000000.0,-2840600.0
184,The Joneses,RAtt.,1500000.0,5500000.0,2010.0,88.0,10000000.0,-3000000.0
879,The Cold Light of Day,LG/S,3800000.0,13100000.0,2012.0,78.0,20000000.0,-3100000.0
137,Splice,WB,17000000.0,9800000.0,2010.0,63.0,30000000.0,-3200000.0
1283,Battle of the Year,SGem,8900000.0,7700000.0,2013.0,51.0,20000000.0,-3400000.0
273,The Good Heart,Magn.,20900.0,323000.0,2010.0,73.0,3800000.0,-3456100.0
3256,Destroyer,Annapurna,1500000.0,4000000.0,2018.0,5.0,9000000.0,-3500000.0
638,Another Happy Day,P4,8500.0,347000.0,2011.0,52.0,4000000.0,-3644500.0
2519,Max Steel,ORF,3800000.0,2500000.0,2016.0,68.0,10000000.0,-3700000.0
253,Life During Wartime,IFC,281000.0,487000.0,2010.0,44.0,4500000.0,-3732000.0
620,Blackthorn,Magn.,201000.0,423000.0,2011.0,46.0,4500000.0,-3876000.0
858,Premium Rush,Sony,20300000.0,10800000.0,2012.0,10.0,35000000.0,-3900000.0
1368,Ain't Them Bodies Saints,IFC,397000.0,635000.0,2013.0,64.0,5000000.0,-3968000.0
298,George A. Romero's Survival of the Dead,Magn.,102000.0,41500.0,2010.0,72.0,4200000.0,-4056500.0
143,My Soul to Take,Uni.,14700000.0,6200000.0,2010.0,68.0,25000000.0,-4100000.0
3204,White Boy Rick,Studio 8,24000000.0,1900000.0,2018.0,42.0,30000000.0,-4100000.0
1337,The East,FoxS,2300000.0,99700.0,2013.0,99.0,6500000.0,-4100300.0
162,The Last Station,SPC,6600000.0,6900000.0,2010.0,25.0,18000000.0,-4500000.0
211,Wild Target,Free,109000.0,3300000.0,2010.0,28.0,8000000.0,-4591000.0
2508,Queen of Katwe,BV,8900000.0,1500000.0,2016.0,6.0,15000000.0,-4600000.0
1262,The Incredible Burt Wonderstone,WB (NL),22500000.0,4900000.0,2013.0,7.0,32000000.0,-4600000.0
559,Fireflies in the Garden,,70600.0,3300000.0,2011.0,34.0,8000000.0,-4629400.0
287,"Lovely, Still",Mont.,128000.0,106000.0,2010.0,72.0,5000000.0,-4766000.0
200,The Runaways,App.,3600000.0,1100000.0,2010.0,57.0,9500000.0,-4800000.0
1287,Machete Kills,ORF,8000000.0,7000000.0,2013.0,58.0,20000000.0,-5000000.0
68,Green Zone,Uni.,35100000.0,59800000.0,2010.0,98.0,100000000.0,-5100000.0
1642,Inherent Vice,WB,8100000.0,6600000.0,2014.0,56.0,20000000.0,-5300000.0
1697,The Rover,A24,1100000.0,2100000.0,2014.0,47.0,8500000.0,-5300000.0
934,"Jeff, Who Lives at Home",ParV,4300000.0,148000.0,2012.0,65.0,10000000.0,-5552000.0
179,Never Let Me Go,FoxS,2400000.0,7000000.0,2010.0,29.0,15000000.0,-5600000.0
2008,Victor Frankenstein,Fox,5800000.0,28500000.0,2015.0,24.0,40000000.0,-5700000.0
2883,The House,WB (NL),25600000.0,8600000.0,2017.0,86.0,40000000.0,-5800000.0
1952,In the Heart of the Sea,WB,25000000.0,68900000.0,2015.0,1.0,100000000.0,-6100000.0
215,Kites,Relbig.,1600000.0,1300000.0,2010.0,66.0,9200000.0,-6300000.0
945,Killer Joe,LD,2000000.0,1700000.0,2012.0,90.0,10000000.0,-6300000.0
1284,Out of the Furnace,Rela.,11300000.0,4300000.0,2013.0,41.0,22000000.0,-6400000.0
268,The Extra Man,Magn.,453000.0,4500.0,2010.0,53.0,7000000.0,-6542500.0
231,The City of Your Final Destination,Scre.,493000.0,859000.0,2010.0,57.0,8300000.0,-6948000.0
2066,Trash,FCW,17500.0,4800000.0,2015.0,46.0,12000000.0,-7182500.0
534,Attack the Block,SGem,1000000.0,4800000.0,2011.0,7.0,13000000.0,-7200000.0
255,The Secret of Kells,GK,677000.0,62700.0,2010.0,17.0,8000000.0,-7260300.0
196,Solitary Man,Anch.,4400000.0,818000.0,2010.0,30.0,12500000.0,-7282000.0
901,The Apparition,WB,4900000.0,4700000.0,2012.0,4.0,17000000.0,-7400000.0
831,Red Tails,Fox,49900000.0,489000.0,2012.0,61.0,58000000.0,-7611000.0
1263,Mandela: Long Walk to Freedom,Wein.,8300000.0,19000000.0,2013.0,35.0,35000000.0,-7700000.0
220,Housefull,Eros,1200000.0,1200000.0,2010.0,34.0,10100000.0,-7700000.0
244,Leaves of Grass,First,70100.0,949000.0,2010.0,17.0,9000000.0,-7980900.0
1647,A Most Violent Year,A24,5700000.0,6300000.0,2014.0,68.0,20000000.0,-8000000.0
185,Centurion,Magn.,124000.0,6700000.0,2010.0,46.0,15000000.0,-8176000.0
3210,Proud Mary,SGem,20900000.0,876000.0,2018.0,50.0,30000000.0,-8224000.0
207,The Perfect Game,IW,1000000.0,2800000.0,2010.0,36.0,12500000.0,-8700000.0
1578,The Legend of Hercules,LG/S,18800000.0,42400000.0,2014.0,42.0,70000000.0,-8800000.0
2916,"Roman J. Israel, Esq.",Sony,12000000.0,1100000.0,2017.0,40.0,22000000.0,-8900000.0
2509,Miss Sloane,EC,3500000.0,5600000.0,2016.0,36.0,18000000.0,-8900000.0
996,Coriolanus,Wein.,757000.0,315000.0,2012.0,99.0,10000000.0,-8928000.0
206,The Killer Inside Me,IFC,217000.0,3800000.0,2010.0,11.0,13000000.0,-8983000.0
581,Brighton Rock,IFC,230000.0,1600000.0,2011.0,11.0,11000000.0,-9170000.0
863,The Master,Wein.,16399999.0,11900000.0,2012.0,87.0,37500000.0,-9200001.0
845,Dredd,LGF,13400000.0,22200000.0,2012.0,15.0,45000000.0,-9400000.0
497,The Conspirator,RAtt.,11500000.0,3900000.0,2011.0,80.0,25000000.0,-9600000.0
276,Welcome to the Rileys,Gold.,159000.0,158000.0,2010.0,12.0,10000000.0,-9683000.0
2465,The Brothers Grimsby,Sony,6900000.0,18300000.0,2016.0,39.0,35000000.0,-9800000.0
475,Biutiful,RAtt.,5100000.0,20000000.0,2011.0,44.0,35000000.0,-9900000.0
1305,Metallica Through the Never,PH,3400000.0,4600000.0,2013.0,37.0,18000000.0,-10000000.0
1307,Black Nativity,FoxS,7000000.0,436000.0,2013.0,63.0,17500000.0,-10064000.0
51,The Wolfman,Uni.,62000000.0,77800000.0,2010.0,91.0,150000000.0,-10200000.0
1674,The Immigrant,Wein.,2000000.0,3800000.0,2014.0,72.0,16000000.0,-10200000.0
226,Ondine,Magn.,550000.0,1100000.0,2010.0,35.0,12000000.0,-10350000.0
824,Rock of Ages,WB (NL),38500000.0,20900000.0,2012.0,29.0,70000000.0,-10600000.0
2017,Aloha,Sony,21100000.0,5200000.0,2015.0,3.0,37000000.0,-10700000.0
2907,The Lost City of Z,BST,8600000.0,10700000.0,2017.0,82.0,30000000.0,-10700000.0
870,Wanderlust,Uni.,17500000.0,4200000.0,2012.0,88.0,32500000.0,-10800000.0
833,Trouble with the Curve,WB,35800000.0,13200000.0,2012.0,18.0,60000000.0,-11000000.0
984,The Paperboy,MNE,693000.0,661000.0,2012.0,37.0,12500000.0,-11146000.0
987,A Little Bit of Heaven,MNE,15400.0,1300000.0,2012.0,39.0,12500000.0,-11184600.0
2524,Genius,RAtt.,1400000.0,4300000.0,2016.0,10.0,17000000.0,-11300000.0
240,Casino Jack,ATO,1000000.0,40700.0,2010.0,32.0,12500000.0,-11459300.0
454,Dream House,Uni.,21300000.0,17200000.0,2011.0,80.0,50000000.0,-11500000.0
2490,Pride and Prejudice and Zombies,SGem,10900000.0,5500000.0,2016.0,74.0,28000000.0,-11600000.0
2520,Midnight Special,WB,3700000.0,2500000.0,2016.0,35.0,18000000.0,-11800000.0
1280,Dead Man Down,FD,10900000.0,7200000.0,2013.0,78.0,30000000.0,-11900000.0
498,Anonymous,Sony,4500000.0,10900000.0,2011.0,90.0,27500000.0,-12100000.0
3245,Suspiria,Amazon,2500000.0,5400000.0,2018.0,81.0,20000000.0,-12100000.0
177,Stone,Over.,1800000.0,7700000.0,2010.0,50.0,22000000.0,-12500000.0
2456,Snowden,ORF,21600000.0,15700000.0,2016.0,79.0,50000000.0,-12700000.0
1987,Mortdecai,LGF,7700000.0,39600000.0,2015.0,48.0,60000000.0,-12700000.0
2865,Downsizing,Par.,24400000.0,30600000.0,2017.0,62.0,68000000.0,-13000000.0
2071,Escobar: Paradise Lost,RTWC,196000.0,3600000.0,2015.0,12.0,17000000.0,-13204000.0
151,Repo Men,Uni.,13800000.0,4600000.0,2010.0,13.0,32000000.0,-13600000.0
432,Killer Elite,ORF,25100000.0,31300000.0,2011.0,38.0,70000000.0,-13600000.0
527,The Beaver,Sum.,971000.0,6300000.0,2011.0,79.0,21000000.0,-13729000.0
925,Chasing Mavericks,Fox,6000000.0,600.0,2012.0,67.0,20000000.0,-13999400.0
2930,Just Getting Started,BG,6100000.0,1600000.0,2017.0,44.0,22000000.0,-14300000.0
1161,The Lone Ranger,BV,89300000.0,171200000.0,2013.0,13.0,275000000.0,-14500000.0
865,Big Miracle,Uni.,20200000.0,4600000.0,2012.0,99.0,40000000.0,-15200000.0
2913,The Space Between Us,STX,7900000.0,6900000.0,2017.0,84.0,30000000.0,-15200000.0
254,Enter the Void,IFC,336000.0,418000.0,2010.0,77.0,16000000.0,-15246000.0
544,Dylan Dog: Dead of Night,OMNI/FSR,1200000.0,3400000.0,2011.0,90.0,20000000.0,-15400000.0
2021,The Gunman,ORF,10700000.0,13500000.0,2015.0,15.0,40000000.0,-15800000.0
159,Extraordinary Measures,CBS,12100000.0,3100000.0,2010.0,33.0,31000000.0,-15800000.0
908,On the Road,IFC,744000.0,8000000.0,2012.0,17.0,25000000.0,-16256000.0
3157,Mortal Engines,Uni.,16000000.0,67700000.0,2018.0,4.0,100000000.0,-16300000.0
2927,Tulip Fever,Wein.,2500000.0,5900000.0,2017.0,8.0,25000000.0,-16600000.0
2074,By the Sea,Uni.,538000.0,2800000.0,2015.0,97.0,20000000.0,-16662000.0
248,Carlos,IFC,146000.0,726000.0,2010.0,47.0,18000000.0,-17128000.0
3019,City of Ghosts,IFC,128000.0,100000.0,2017.0,64.0,17500000.0,-17272000.0
1303,The Fifth Estate,BV,3300000.0,5300000.0,2013.0,50.0,26000000.0,-17400000.0
2437,The Finest Hours,BV,27600000.0,24500000.0,2016.0,36.0,70000000.0,-17900000.0
869,A Thousand Words,P/DW,18500000.0,3600000.0,2012.0,1.0,40000000.0,-17900000.0
258,All Good Things,Magn.,582000.0,62500.0,2010.0,96.0,20000000.0,-19355500.0
272,The Tempest,Mira.,278000.0,68700.0,2010.0,1.0,20000000.0,-19653300.0
3238,Kin,LGF,5700000.0,4300000.0,2018.0,88.0,30000000.0,-20000000.0
2033,Unfinished Business,Fox,10200000.0,4200000.0,2015.0,32.0,35000000.0,-20600000.0
478,The Rum Diary,FD,13100000.0,10800000.0,2011.0,16.0,45000000.0,-21100000.0
468,Drive Angry,Sum.,10700000.0,18200000.0,2011.0,91.0,50000000.0,-21100000.0
1933,Pan,WB,35100000.0,93300000.0,2015.0,93.0,150000000.0,-21600000.0
2926,Stronger,RAtt.,4200000.0,4200000.0,2017.0,90.0,30000000.0,-21600000.0
1182,47 Ronin,Uni.,38400000.0,113400000.0,2013.0,12.0,175000000.0,-23200000.0
2769,The Fate of the Furious,Uni.,226000000.0,1010.0,2017.0,23.0,250000000.0,-23998990.0
2945,Collide,ORF,2300000.0,2500000.0,2017.0,13.0,29200000.0,-24400000.0
3227,The Sisters Brothers,Annapurna,3100000.0,10000000.0,2018.0,82.0,38000000.0,-24900000.0
2467,Free State of Jones,STX,20800000.0,4200000.0,2016.0,81.0,50000000.0,-25000000.0
476,Your Highness,Uni.,21600000.0,3300000.0,2011.0,78.0,50000000.0,-25100000.0
155,Micmacs,SPC,1300000.0,15100000.0,2010.0,67.0,42000000.0,-25600000.0
1289,Paranoia,Rela.,7400000.0,6400000.0,2013.0,19.0,40000000.0,-26200000.0
2825,King Arthur: Legend of the Sword,WB,39200000.0,109500000.0,2017.0,11.0,175000000.0,-26300000.0
561,Machine Gun Preacher,Rela.,539000.0,2800000.0,2011.0,99.0,30000000.0,-26661000.0
3280,Bilal: A New Breed of Hero,VE,491000.0,1700000.0,2018.0,100.0,30000000.0,-27809000.0
169,The Warrior's Way,Rela.,5700000.0,5400000.0,2010.0,65.0,42000000.0,-30900000.0
122,Agora,NM,619000.0,38400000.0,2010.0,49.0,70000000.0,-30981000.0
3228,Welcome to Marwen,Uni.,10800000.0,2100000.0,2018.0,18.0,45000000.0,-32100000.0
526,The Big Year,Fox,7200000.0,244000.0,2011.0,74.0,41000000.0,-33556000.0
2396,Deepwater Horizon,LG/S,61400000.0,60400000.0,2016.0,47.0,156000000.0,-34200000.0
171,Jonah Hex,WB,10500000.0,356000.0,2010.0,40.0,47000000.0,-36144000.0
2038,Child 44,LG/S,1200000.0,11700000.0,2015.0,2.0,50000000.0,-37100000.0
632,The Other Woman,IFC,25400.0,427000.0,2011.0,2.0,40000000.0,-39547600.0
2045,Shanghai,Wein.,46400.0,9200000.0,2015.0,5.0,50000000.0,-40753600.0
1304,Upside Down,MNE,105000.0,8000000.0,2013.0,4.0,50000000.0,-41895000.0
1331,Mr. Nobody,Magn.,3600.0,3500000.0,2013.0,43.0,46500000.0,-42996400.0
278,The Girl on the Train,Strand,208000.0,97100.0,2010.0,68.0,45000000.0,-44694900.0
2024,Blackhat,Uni.,8000000.0,11600000.0,2015.0,47.0,70000000.0,-50400000.0
1214,R.I.P.D.,Uni.,33600000.0,44700000.0,2013.0,55.0,130000000.0,-51700000.0
2854,Monster Trucks,Par.,33400000.0,31100000.0,2017.0,81.0,125000000.0,-60500000.0
156,The Nutcracker in 3D,Free,195000.0,16000000.0,2010.0,79.0,90000000.0,-73805000.0
453,Mars Needs Moms,BV,21400000.0,17600000.0,2011.0,94.0,150000000.0,-111000000.0
